sentence,negative,neutral,positive,predicted_label
"In her less important moments she returned to America, met Stephen Blaine and married himthis almost entirely because she was a little bit weary, a little bit sad.",0.3777874708175659,0.5282618999481201,0.09395062178373337,Neutral
Her only child was carried through a tiresome season and brought into the world on a spring day in ninetysix.,0.21766579151153564,0.705376923084259,0.07695730775594711,Neutral
When Amory was five he was already a delightful companion for her.,0.006148642860352993,0.13289237022399902,0.8609589338302612,Positive
"He was an auburnhaired boy, with great, handsome eyes which he would grow up to in time, a facile imaginative mind and a taste for fancy dress.",0.004971026908606291,0.09878968447446823,0.8962392807006836,Positive
"From his fourth to his tenth year he did the country with his mother in her father's private car, from Coronado, where his mother became so bored that she had a nervous breakdown in a fashionable hotel, down to Mexico City, where she took a mild, almost epidemic consumption.",0.45113933086395264,0.4934154748916626,0.055445171892642975,Neutral
"This trouble pleased her, and later she made use of it as an intrinsic part of her atmosphereespecially after several astounding bracers.",0.010698618367314339,0.2755402624607086,0.7137610912322998,Positive
"So, while more or less fortunate little rich boys were defying governesses on the beach at Newport, or being spanked or tutored or read to from ""Do and Dare,"" or ""Frank on the Mississippi,"" Amory was biting acquiescent bellboys in the Waldorf, outgrowing a natural repugnance to chamber music and symphonies, and deriving a highly specialized education from his mother.",0.3419957458972931,0.5883510708808899,0.0696532279253006,Neutral
"""Amory.""",0.09710779786109924,0.8018131852149963,0.10107901692390442,Neutral
"""Yes, Beatrice.""",0.013381509110331535,0.7153315544128418,0.2712869644165039,Neutral
Such a quaint name for his mother she encouraged it.,0.19823528826236725,0.6242296099662781,0.1775350570678711,Neutral
"""Dear, don't think of getting out of bed yet.",0.6470448970794678,0.3305591642856598,0.022395867854356766,Negative
I've always suspected that early rising in early life makes one nervous.,0.7698858976364136,0.22219476103782654,0.007919348776340485,Negative
"Clothilde is having your breakfast brought up.""",0.06193148344755173,0.8660991191864014,0.07196937501430511,Neutral
"""All right.""",0.026137642562389374,0.5596199631690979,0.4142424166202545,Neutral
"""I am feeling very old today, Amory,"" she would sigh, her face a rare cameo of pathos, her voice exquisitely modulated, her hands as facile as Bernhardt's.",0.5449944734573364,0.4129596948623657,0.04204586520791054,Negative
"""My nerves are on edgeon edge.",0.8182611465454102,0.1705455631017685,0.01119326613843441,Negative
"We must leave this terrifying place tomorrow and go searching for sunshine.""",0.18360242247581482,0.5590580701828003,0.2573394775390625,Neutral
Amory's penetrating green eyes would look out through tangled hair at his mother.,0.019811587408185005,0.8230181336402893,0.15717028081417084,Neutral
Even at this age he had no illusions about her.,0.4403216540813446,0.5342198014259338,0.02545856684446335,Neutral
"""Amory.""",0.09710779786109924,0.8018131852149963,0.10107901692390442,Neutral
"""Oh, yes.""",0.02158074453473091,0.4290394186973572,0.549379825592041,Positive
"""I want you to take a redhot bath as hot as you can bear it, and just relax your nerves.",0.030531229451298714,0.47627344727516174,0.49319523572921753,Positive
"You can read in the tub if you wish.""",0.1405705213546753,0.7647762894630432,0.0946531668305397,Neutral
"She fed him sections of the ""Fetes Galantes"" before he was ten at eleven he could talk glibly, if rather reminiscently, of Brahms and Mozart and Beethoven.",0.01800266094505787,0.5521222949028015,0.42987513542175293,Neutral
"One afternoon, when left alone in the hotel at Hot Springs, he sampled his mother's apricot cordial, and as the taste pleased him, he became quite tipsy.",0.00311542977578938,0.1701088696718216,0.8267756700515747,Positive
"This was fun for a while, but he essayed a cigarette in his exaltation, and succumbed to a vulgar, plebeian reaction.",0.38961726427078247,0.4605330228805542,0.14984969794750214,Neutral
"Though this incident horrified Beatrice, it also secretly amused her and became part of what in a later generation would have been termed her ""line.""",0.07141202688217163,0.5747233629226685,0.3538645803928375,Neutral
"""This son of mine,"" he heard her tell a room full of awestruck, admiring women one day, ""is entirely sophisticated and quite charmingbut delicatewe're all delicate here, you know.""",0.008386894129216671,0.1654110997915268,0.8262019753456116,Positive
"Her hand was radiantly outlined against her beautiful bosom then sinking her voice to a whisper, she told them of the apricot cordial.",0.0026040850207209587,0.18646478652954102,0.8109310865402222,Positive
"They rejoiced, for she was a brave raconteuse, but many were the keys turned in sideboard locks that night against the possible defection of little Bobby or Barbara....",0.019565774127840996,0.39387837052345276,0.5865558385848999,Positive
"These domestic pilgrimages were invariably in state two maids, the private car, or Mr. Blaine when available, and very often a physician.",0.022031567990779877,0.9066197276115417,0.0713486298918724,Neutral
"When Amory had the whoopingcough four disgusted specialists glared at each other hunched around his bed when he took scarlet fever the number of attendants, including physicians and nurses, totalled fourteen.",0.7019489407539368,0.2827270030975342,0.015324035659432411,Negative
"However, blood being thicker than broth, he was pulled through.",0.014548934064805508,0.5326918959617615,0.45275917649269104,Neutral
The Blaines were attached to no city.,0.15522897243499756,0.7982218265533447,0.04654918611049652,Neutral
"They were the Blaines of Lake Geneva they had quite enough relatives to serve in place of friends, and an enviable standing from Pasadena to Cape Cod.",0.00454301293939352,0.23865020275115967,0.7568068504333496,Positive
"But Beatrice grew more and more prone to like only new acquaintances, as there were certain stories, such as the history of her constitution and its many amendments, memories of her years abroad, that it was necessary for her to repeat at regular intervals.",0.11857075244188309,0.8047272562980652,0.07670196145772934,Neutral
"Like Freudian dreams, they must be thrown off, else they would sweep in and lay siege to her nerves.",0.6262634992599487,0.3634832203388214,0.010253338143229485,Negative
"But Beatrice was critical about American women, especially the floating population of exWesterners.",0.17872153222560883,0.7809131145477295,0.040365252643823624,Neutral
"""They have accents, my dear,"" she told Amory, ""not Southern accents or Boston accents, not an accent attached to any locality, just an accent""she became dreamy.",0.10848786681890488,0.6664494276046753,0.225062757730484,Neutral
"""They pick up old, motheaten London accents that are down on their luck and have to be used by some one.",0.5712767243385315,0.39942818880081177,0.029295090585947037,Negative
"They talk as an English butler might after several years in a Chicago grandopera company.""",0.10274851322174072,0.8472695350646973,0.049981966614723206,Neutral
"She became almost incoherent""Supposetime in every Western woman's lifeshe feels her husband is prosperous enough for her to haveaccentthey try to impress me, my dear"" Though she thought of her body as a mass of frailties, she considered her soul quite as ill, and therefore important in her life.",0.4764944314956665,0.45479616522789,0.06870944052934647,Negative
"She had once been a Catholic, but discovering that priests were infinitely more attentive when she was in process of losing or regaining faith in Mother Church, she maintained an enchantingly wavering attitude.",0.02197021059691906,0.3968214690685272,0.581208348274231,Positive
"Often she deplored the bourgeois quality of the American Catholic clergy, and was quite sure that had she lived in the shadow of the great Continental cathedrals her soul would still be a thin flame on the mighty altar of Rome.",0.6372636556625366,0.33533158898353577,0.027404755353927612,Negative
"Still, next to doctors, priests were her favorite sport.",0.13052508234977722,0.7102715373039246,0.1592034101486206,Neutral
"""Ah, Bishop Wiston,"" she would declare, ""I do not want to talk of myself.",0.6080748438835144,0.37220507860183716,0.019720064476132393,Negative
"I can imagine the stream of hysterical women fluttering at your doors, beseeching you to be simpatico""then after an interlude filled by the clergyman""but my moodisoddly dissimilar.""",0.5071435570716858,0.42755839228630066,0.06529808789491653,Negative
Only to bishops and above did she divulge her clerical romance.,0.0953594446182251,0.876814603805542,0.02782597951591015,Neutral
"When she had first returned to her country there had been a pagan, Swinburnian young man in Asheville, for whose passionate kisses and unsentimental conversations she had taken a decided penchantthey had discussed the matter pro and con with an intellectual romancing quite devoid of sappiness.",0.028040891513228416,0.732126772403717,0.23983235657215118,Neutral
"Eventually she had decided to marry for background, and the young pagan from Asheville had gone through a spiritual crisis, joined the Catholic Church, and was nowMonsignor Darcy.",0.08812921494245529,0.8787949085235596,0.03307584673166275,Neutral
"""Indeed, Mrs. Blaine, he is still delightful companyquite the cardinal's righthand man.""",0.008336137048900127,0.2063169628381729,0.7853468656539917,Positive
"""Amory will go to him one day, I know,"" breathed the beautiful lady, ""and Monsignor Darcy will understand him as he understood me.""",0.0064622568897902966,0.21179211139678955,0.7817456722259521,Positive
"Amory became thirteen, rather tall and slender, and more than ever on to his Celtic mother.",0.013620773330330849,0.7431707978248596,0.2432083785533905,Neutral
"He had tutored occasionallythe idea being that he was to ""keep up,"" at each place ""taking up the work where he left off,"" yet as no tutor ever found the place he left off, his mind was still in very good shape.",0.02177436649799347,0.248688206076622,0.7295374274253845,Positive
What a few more years of this life would have made of him is problematical.,0.6980785727500916,0.28780972957611084,0.014111723750829697,Negative
"However, four hours out from land, Italy bound, with Beatrice, his appendix burst, probably from too many meals in bed, and after a series of frantic telegrams to Europe and America, to the amazement of the passengers the great ship slowly wheeled around and returned to New York to deposit Amory at the pier.",0.1126241534948349,0.532721996307373,0.35465386509895325,Neutral
You will admit that if it was not life it was magnificent.,0.030564473941922188,0.2602919042110443,0.7091436982154846,Positive
"After the operation Beatrice had a nervous breakdown that bore a suspicious resemblance to delirium tremens, and Amory was left in Minneapolis, destined to spend the ensuing two years with his aunt and uncle.",0.5061584115028381,0.47219815850257874,0.02164340391755104,Negative
"There the crude, vulgar air of Western civilization first catches himin his underwear, so to speak.",0.8453226089477539,0.14901164174079895,0.005665725562721491,Negative
A KISS FOR AMORY His lip curled when he read it.,0.008510791696608067,0.5353937149047852,0.45609551668167114,Neutral
"""I am going to have a bobbing party,"" it said, ""on Thursday, December the seventeenth, at five o'clock, and I would like it very much if you could come.",0.0015156070003286004,0.0960913896560669,0.9023929834365845,Positive
"Yours truly, R.S.V.P.",0.028504211455583572,0.6115106344223022,0.35998520255088806,Neutral
Myra St. Claire.,0.056653764098882675,0.84649258852005,0.09685365110635757,Neutral
"He had been two months in Minneapolis, and his chief struggle had been the concealing from ""the other guys at school"" how particularly superior he felt himself to be, yet this conviction was built upon shifting sands.",0.1228405013680458,0.6379886865615845,0.2391708642244339,Neutral
"He had shown off one day in French class he was in senior French class to the utter confusion of Mr. Reardon, whose accent Amory damned contemptuously, and to the delight of the class.",0.30050045251846313,0.5607345700263977,0.13876502215862274,Neutral
"Mr. Reardon, who had spent several weeks in Paris ten years before, took his revenge on the verbs, whenever he had his book open.",0.22663190960884094,0.7460523843765259,0.027315635234117508,Neutral
"But another time Amory showed off in history class, with quite disastrous results, for the boys there were his own age, and they shrilled innuendoes at each other all the following week ""AwI b'lieve, doncherknow, the Umuricun revolution was lawgely an affair of the middul clawses,"" or ""Washington came of very good bloodaw, quite goodI b'lieve.""",0.387265145778656,0.4916766285896301,0.12105825543403625,Neutral
Amory ingeniously tried to retrieve himself by blundering on purpose.,0.3639185428619385,0.5786765217781067,0.05740489438176155,Neutral
"Two years before he had commenced a history of the United States which, though it only got as far as the Colonial Wars, had been pronounced by his mother completely enchanting.",0.048569101840257645,0.7282264232635498,0.2232043594121933,Neutral
"His chief disadvantage lay in athletics, but as soon as he discovered that it was the touchstone of power and popularity at school, he began to make furious, persistent efforts to excel in the winter sports, and with his ankles aching and bending in spite of his efforts, he skated valiantly around the Lorelie rink every afternoon, wondering how soon he would be able to carry a hockeystick without getting it inexplicably tangled in his skates.",0.2949231266975403,0.53121018409729,0.17386671900749207,Neutral
"The invitation to Miss Myra St. Claire's bobbing party spent the morning in his coat pocket, where it had an intense physical affair with a dusty piece of peanut brittle.",0.08135953545570374,0.8212170600891113,0.09742342680692673,Neutral
"During the afternoon he brought it to light with a sigh, and after some consideration and a preliminary draft in the back of Collar and Daniel's ""FirstYear Latin,"" composed an answer My dear Miss St. Claire Your truly charming envitation for the evening of next Thursday evening was truly delightful to receive this morning.",0.0016304440796375275,0.05498333275318146,0.9433861970901489,Positive
I will be charm and inchanted indeed to present my compliments on next Thursday evening.,0.0029302078764885664,0.21759971976280212,0.7794700860977173,Positive
"Faithfully, Amory Blaine.",0.010754079557955265,0.7113865613937378,0.2778593897819519,Neutral
"On Thursday, therefore, he walked pensively along the slippery, shovelscraped sidewalks, and came in sight of Myra's house, on the halfhour after five, a lateness which he fancied his mother would have favored.",0.021256232634186745,0.7634374499320984,0.21530631184577942,Neutral
"He waited on the doorstep with his eyes nonchalantly halfclosed, and planned his entrance with precision.",0.0644109696149826,0.8712355494499207,0.06435341387987137,Neutral
"He would cross the floor, not too hastily, to Mrs. St. Claire, and say with exactly the correct modulation ""My dear Mrs. St. Claire, I'm frightfully sorry to be late, but my maid""he paused there and realized he would be quoting""but my uncle and I had to see a fellaYes, I've met your enchanting daughter at dancingschool.""",0.12790435552597046,0.653383731842041,0.21871186792850494,Neutral
"Then he would shake hands, using that slight, halfforeign bow, with all the starchy little females, and nod to the fellas who would be standing 'round, paralyzed into rigid groups for mutual protection.",0.05638563632965088,0.8671581745147705,0.07645628601312637,Neutral
A butler one of the three in Minneapolis swung open the door.,0.030992168933153152,0.9103714823722839,0.05863633751869202,Neutral
Amory stepped inside and divested himself of cap and coat.,0.10136076807975769,0.866328775882721,0.032310452312231064,Neutral
"He was mildly surprised not to hear the shrill squawk of conversation from the next room, and he decided it must be quite formal.",0.1706167608499527,0.6989426612854004,0.13044054806232452,Neutral
He approved of thatas he approved of the butler.,0.03295566886663437,0.5695382952690125,0.39750605821609497,Neutral
"""Miss Myra,"" he said.",0.14331020414829254,0.8073599338531494,0.04932979494333267,Neutral
To his surprise the butler grinned horribly.,0.13071177899837494,0.48380959033966064,0.385478675365448,Neutral
"""Oh, yeah,"" he declared, ""she's here.""",0.013257608748972416,0.47983232140541077,0.5069100260734558,Positive
He was unaware that his failure to be cockney was ruining his standing.,0.7732037305831909,0.2167315036058426,0.010064780712127686,Negative
Amory considered him coldly.,0.19404907524585724,0.7458669543266296,0.06008397415280342,Neutral
"""But,"" continued the butler, his voice rising unnecessarily, ""she's the only one what is here.",0.16414816677570343,0.7028621435165405,0.13298968970775604,Neutral
"The party's gone.""",0.37356966733932495,0.5748717784881592,0.051558539271354675,Neutral
Amory gasped in sudden horror.,0.5283663868904114,0.44371700286865234,0.027916627004742622,Negative
"""What?""",0.27594977617263794,0.6411868333816528,0.08286340534687042,Neutral
"""She's been waitin' for Amory Blaine.",0.11164526641368866,0.8213170766830444,0.0670376792550087,Neutral
"That's you, ain't it?",0.12814027070999146,0.7323339581489563,0.13952575623989105,Neutral
"Her mother says that if you showed up by fivethirty you two was to go after 'em in the Packard.""",0.07356999814510345,0.8829826712608337,0.04344727843999863,Neutral
"Amory's despair was crystallized by the appearance of Myra herself, bundled to the ears in a polo coat, her face plainly sulky, her voice pleasant only with difficulty.",0.5236340761184692,0.4268965721130371,0.049469396471977234,Negative
"""'Lo, Amory.""",0.09172359853982925,0.8291119337081909,0.07916449010372162,Neutral
"""'Lo, Myra.""",0.06966402381658554,0.8631618022918701,0.06717419624328613,Neutral
He had described the state of his vitality.,0.08856730163097382,0.8479437232017517,0.06348894536495209,Neutral
"""Wellyou got here, anyways.""",0.10586586594581604,0.7433297038078308,0.15080441534519196,Neutral
"""WellI'll tell you.",0.29696783423423767,0.6319416761398315,0.0710904598236084,Neutral
"I guess you don't know about the auto accident,"" he romanced.",0.3368516266345978,0.6151977181434631,0.047950610518455505,Neutral
Myra's eyes opened wide.,0.012301893904805183,0.6750209927558899,0.3126770853996277,Neutral
"""Who was it to?""",0.12465712428092957,0.8326162695884705,0.04272669553756714,Neutral
"""Well,"" he continued desperately, ""uncle 'n aunt 'n I.""",0.37983301281929016,0.5767185091972351,0.04344841465353966,Neutral
"""Was any one killed?""",0.43128126859664917,0.5529670715332031,0.015751611441373825,Neutral
Amory paused and then nodded.,0.03205271065235138,0.7924933433532715,0.17545388638973236,Neutral
"""Your uncle?""alarm.",0.22834578156471252,0.7310577630996704,0.040596507489681244,Neutral
"""Oh, no just a horsea sorta gray horse.""",0.18504418432712555,0.7497215270996094,0.06523428112268448,Neutral
At this point the Erse butler snickered.,0.1267511397600174,0.7841996550559998,0.08904922008514404,Neutral
"""Probably killed the engine,"" he suggested.",0.5477254986763,0.43640029430389404,0.015874110162258148,Negative
Amory would have put him on the rack without a scruple.,0.45735034346580505,0.5221642255783081,0.020485445857048035,Neutral
"""We'll go now,"" said Myra coolly.",0.013357402756810188,0.7526506185531616,0.23399196565151215,Neutral
"""You see, Amory, the bobs were ordered for five and everybody was here, so we couldn't wait"" ""Well, I couldn't help it, could I?""",0.35171517729759216,0.5382463932037354,0.1100383773446083,Neutral
"""So mama said for me to wait till ha'past five.",0.14781835675239563,0.8064417839050293,0.04573989287018776,Neutral
"We'll catch the bobs before it gets to the Minnehaha Club, Amory.""",0.074105404317379,0.8587732911109924,0.06712138652801514,Neutral
Amory's shredded poise dropped from him.,0.38463592529296875,0.5857457518577576,0.029618389904499054,Neutral
"He pictured the happy party jingling along snowy streets, the appearance of the limousine, the horrible public descent of him and Myra before sixty reproachful eyes, his apologya real one this time.",0.2661330997943878,0.5508453845977783,0.18302156031131744,Neutral
He sighed aloud.,0.3165448009967804,0.6128480434417725,0.07060717791318893,Neutral
"""What?""",0.27594977617263794,0.6411868333816528,0.08286340534687042,Neutral
inquired Myra.,0.08330893516540527,0.8723055124282837,0.044385552406311035,Neutral
"""Nothing.",0.3446265757083893,0.5465760231018066,0.10879736393690109,Neutral
I was just yawning.,0.18364307284355164,0.7173932790756226,0.0989636704325676,Neutral
"Are we going to surely catch up with 'em before they get there?""",0.10326434671878815,0.8423629999160767,0.05437266454100609,Neutral
"He was encouraging a faint hope that they might slip into the Minnehaha Club and meet the others there, be found in blas seclusion before the fire and quite regain his lost attitude.",0.024501139298081398,0.5869085192680359,0.3885902762413025,Neutral
"""Oh, sure Mike, we'll catch 'em all rightlet's hurry.""",0.07175312936306,0.559507429599762,0.36873942613601685,Neutral
He became conscious of his stomach.,0.26576635241508484,0.6990211606025696,0.035212527960538864,Neutral
As they stepped into the machine he hurriedly slapped the paint of diplomacy over a rather boxlike plan he had conceived.,0.15257088840007782,0.793994128704071,0.05343504250049591,Neutral
"It was based upon some ""tradelasts"" gleaned at dancingschool, to the effect that he was ""awful goodlooking and English, sort of.""",0.5019111633300781,0.42574483156204224,0.07234399020671844,Negative
"""Myra,"" he said, lowering his voice and choosing his words carefully, ""I beg a thousand pardons.",0.04503665491938591,0.6233410835266113,0.33162233233451843,Neutral
"Can you ever forgive me?""",0.36688199639320374,0.5882841348648071,0.04483383893966675,Neutral
"She regarded him gravely, his intent green eyes, his mouth, that to her thirteenyearold, arrowcollar taste was the quintessence of romance.",0.16380129754543304,0.6842013597488403,0.15199728310108185,Neutral
"Yes, Myra could forgive him very easily.",0.016446249559521675,0.2903977632522583,0.6931559443473816,Positive
"""Whyyessure.""",0.1658567488193512,0.7604793906211853,0.07366381585597992,Neutral
"He looked at her again, and then dropped his eyes.",0.15178893506526947,0.7916484475135803,0.056562639772892,Neutral
He had lashes.,0.16824418306350708,0.7698173522949219,0.06193843483924866,Neutral
"""I'm awful,"" he said sadly.",0.8846842646598816,0.10620157420635223,0.009114222601056099,Negative
"""I'm diff'runt.",0.27796563506126404,0.641178548336029,0.08085588365793228,Neutral
I don't know why I make faux pas.,0.9245260953903198,0.07082235813140869,0.0046514784917235374,Negative
"'Cause I don't care, I s'pose.""",0.27510541677474976,0.6077807545661926,0.11711382865905762,Neutral
"Then, recklessly ""I been smoking too much.",0.6747801899909973,0.29473820328712463,0.030481642112135887,Negative
"I've got t'bacca heart.""",0.06135106086730957,0.6729969382286072,0.26565197110176086,Neutral
"Myra pictured an allnight tobacco debauch, with Amory pale and reeling from the effect of nicotined lungs.",0.16397790610790253,0.7833696603775024,0.05265244469046593,Neutral
She gave a little gasp.,0.08184739947319031,0.7487210631370544,0.16943156719207764,Neutral
"""Oh, Amory, don't smoke.",0.3895050883293152,0.553325355052948,0.057169586420059204,Neutral
"You'll stunt your growth!""",0.701525866985321,0.2680443823337555,0.030429724603891373,Negative
"""I don't care,"" he persisted gloomily.",0.25761088728904724,0.6223869323730469,0.1200021430850029,Neutral
"""I gotta.",0.19434185326099396,0.668259859085083,0.13739833235740662,Neutral
I got the habit.,0.25480687618255615,0.6070740818977356,0.13811899721622467,Neutral
"I've done a lot of things that if my fambly knew""he hesitated, giving her imagination time to picture dark horrors""I went to the burlesque show last week.""",0.22031977772712708,0.6119755506515503,0.16770468652248383,Neutral
Myra was quite overcome.,0.021439658477902412,0.5835219621658325,0.395038366317749,Neutral
He turned the green eyes on her again.,0.015589888207614422,0.7432303428649902,0.24117980897426605,Neutral
"""You're the only girl in town I like much,"" he exclaimed in a rush of sentiment.",0.0019478799076750875,0.04641236364841461,0.951639711856842,Positive
"""You're simpatico.""",0.4724346995353699,0.48046591877937317,0.04709942638874054,Neutral
"Myra was not sure that she was, but it sounded stylish though vaguely improper.",0.18877924978733063,0.6439477801322937,0.16727294027805328,Neutral
"Thick dusk had descended outside, and as the limousine made a sudden turn she was jolted against him their hands touched.",0.1769700050354004,0.7715790867805481,0.051450904458761215,Neutral
"""You shouldn't smoke, Amory,"" she whispered.",0.486864298582077,0.49336105585098267,0.019774680957198143,Neutral
"""Don't you know that?""",0.2723878026008606,0.6882728338241577,0.039339374750852585,Neutral
He shook his head.,0.16957899928092957,0.7448639869689941,0.08555703610181808,Neutral
"""Nobody cares.""",0.49654456973075867,0.44741639494895935,0.05603909119963646,Negative
Myra hesitated.,0.23316027224063873,0.7287607192993164,0.03807901591062546,Neutral
"""I care.""",0.07637933641672134,0.7336928248405457,0.18992780148983002,Neutral
Something stirred within Amory.,0.0709698274731636,0.8583989143371582,0.07063121348619461,Neutral
"""Oh, yes, you do!",0.034815531224012375,0.2366197109222412,0.7285646796226501,Positive
You got a crush on Froggy Parker.,0.08414377272129059,0.7157287001609802,0.20012755692005157,Neutral
"I guess everybody knows that.""",0.2852678596973419,0.6335561871528625,0.08117596805095673,Neutral
"""No, I haven't,"" very slowly.",0.19902554154396057,0.7253898978233337,0.07558458298444748,Neutral
"A silence, while Amory thrilled.",0.03726360574364662,0.675970196723938,0.28676629066467285,Neutral
"There was something fascinating about Myra, shut away here cosily from the dim, chill air.",0.004791344981640577,0.06801681220531464,0.9271918535232544,Positive
"Myra, a little bundle of clothes, with strands of yellow hair curling out from under her skating cap.",0.039215948432683945,0.8831782341003418,0.07760580629110336,Neutral
"""Because I've got a crush, too"" He paused, for he heard in the distance the sound of young laughter, and, peering through the frosted glass along the lamplit street, he made out the dark outline of the bobbing party.",0.07810728251934052,0.7070952653884888,0.21479745209217072,Neutral
He must act quickly.,0.10418999940156937,0.7860946655273438,0.1097152903676033,Neutral
"He reached over with a violent, jerky effort, and clutched Myra's handher thumb, to be exact.",0.1348155438899994,0.8145498037338257,0.050634678453207016,Neutral
"""Tell him to go to the Minnehaha straight,"" he whispered.",0.10047122836112976,0.8595114350318909,0.04001738876104355,Neutral
"""I wanta talk to youI got to talk to you.""",0.04404585063457489,0.6362431645393372,0.31971096992492676,Neutral
"Myra made out the party ahead, had an instant vision of her mother, and thenalas for conventionglanced into the eyes beside.",0.025374004617333412,0.8440673351287842,0.13055862486362457,Neutral
"""Turn down this side street, Richard, and drive straight to the Minnehaha Club!""",0.051593370735645294,0.7916670441627502,0.15673953294754028,Neutral
she cried through the speaking tube.,0.567433774471283,0.4041600525379181,0.028406178578734398,Negative
Amory sank back against the cushions with a sigh of relief.,0.01624075137078762,0.44457077980041504,0.5391884446144104,Positive
"""I can kiss her,"" he thought.",0.014468852430582047,0.38943472504615784,0.5960964560508728,Positive
"""I'll bet I can.",0.029556645080447197,0.41092395782470703,0.5595194101333618,Positive
"I'll bet I can!""",0.016284892335534096,0.31938284635543823,0.6643323302268982,Positive
"Overhead the sky was half crystalline, half misty, and the night around was chill and vibrant with rich tension.",0.006748875603079796,0.41989442706108093,0.5733566284179688,Positive
"From the Country Club steps the roads stretched away, dark creases on the white blanket huge heaps of snow lining the sides like the tracks of giant moles.",0.3463275134563446,0.5950934290885925,0.05857909470796585,Neutral
"They lingered for a moment on the steps, and watched the white holiday moon.",0.009169953875243664,0.7315570116043091,0.2592729926109314,Neutral
"""Pale moons like that one""Amory made a vague gesture""make people mysterieuse.",0.22499237954616547,0.6599332094192505,0.11507437378168106,Neutral
"You look like a young witch with her cap off and her hair sorta mussed""her hands clutched at her hair""Oh, leave it, it looks good.""",0.12369013577699661,0.44594258069992065,0.4303673207759857,Neutral
"They drifted up the stairs and Myra led the way into the little den of his dreams, where a cosy fire was burning before a big sinkdown couch.",0.044685281813144684,0.8534216284751892,0.10189302265644073,Neutral
"A few years later this was to be a great stage for Amory, a cradle for many an emotional crisis.",0.026333346962928772,0.2386109083890915,0.7350558042526245,Positive
Now they talked for a moment about bobbing parties.,0.09100792557001114,0.8296751976013184,0.0793168842792511,Neutral
"""There's always a bunch of shy fellas,"" he commented, ""sitting at the tail of the bob, sorta lurkin' an' whisperin' an' pushin' each other off.",0.3805203437805176,0.5639488101005554,0.05553088337182999,Neutral
"Then there's always some crazy crosseyed girl""he gave a terrifying imitation""she's always talkin' hard, sorta, to the chaperon.""",0.6905093789100647,0.2764348089694977,0.03305588662624359,Negative
"""You're such a funny boy,"" puzzled Myra.",0.07715307176113129,0.4313243627548218,0.4915226101875305,Positive
"""How d'y' mean?""",0.20331543684005737,0.7397875189781189,0.05689706280827522,Neutral
"Amory gave immediate attention, on his own ground at last.",0.017823347821831703,0.5457710027694702,0.4364057183265686,Neutral
"""Ohalways talking about crazy things.",0.35744261741638184,0.5422359108924866,0.10032141953706741,Neutral
"Why don't you come skiing with Marylyn and I tomorrow?""",0.04704652354121208,0.8639607429504395,0.08899277448654175,Neutral
"""I don't like girls in the daytime,"" he said shortly, and then, thinking this a bit abrupt, he added ""But I like you.""",0.31563693284988403,0.5710738897323608,0.11328915506601334,Neutral
He cleared his throat.,0.07962892949581146,0.816515326499939,0.10385580360889435,Neutral
"""I like you first and second and third.""",0.006128415931016207,0.1833745688199997,0.810496985912323,Positive
Myra's eyes became dreamy.,0.014240199699997902,0.5769369006156921,0.4088228642940521,Neutral
What a story this would make to tell Marylyn!,0.019238611683249474,0.30937543511390686,0.6713860034942627,Positive
