sentence,negative,neutral,positive,predicted_label
"His wife was Henrietta Lebrune, the Boston ""Society Contralto,"" and the single child of the union was, at the request of his grandfather, christened Anthony Comstock Patch.",0.013609234243631363,0.9381237626075745,0.048267025500535965,Neutral
"When he went to Harvard, the Comstock dropped out of his name to a nether hell of oblivion and was never heard of thereafter.",0.7233685255050659,0.2620725929737091,0.0145589429885149,Negative
"Young Anthony had one picture of his father and mother togetherso often had it faced his eyes in childhood that it had acquired the impersonality of furniture, but every one who came into his bedroom regarded it with interest.",0.014723598957061768,0.6614288091659546,0.32384759187698364,Neutral
"It showed a dandy of the nineties, spare and handsome, standing beside a tall dark lady with a muff and the suggestion of a bustle.",0.009825313463807106,0.2818748354911804,0.7082998156547546,Positive
"Between them was a little boy with long brown curls, dressed in a velvet Lord Fauntleroy suit.",0.01498785987496376,0.828117311000824,0.15689483284950256,Neutral
"This was Anthony at five, the year of his mother's death.",0.22121231257915497,0.7522546052932739,0.026533102616667747,Neutral
His memories of the Boston Society Contralto were nebulous and musical.,0.03912833705544472,0.8486671447753906,0.11220455169677734,Neutral
"She was a lady who sang, sang, sang, in the music room of their house on Washington Squaresometimes with guests scattered all about her, the men with their arms folded, balanced breathlessly on the edges of sofas, the women with their hands in their laps, occasionally making little whispers to the men and always clapping very briskly and uttering cooing cries after each songand often she sang to Anthony alone, in Italian or French or in a strange and terrible dialect which she imagined to be the speech of the Southern negro.",0.08205291628837585,0.7496037483215332,0.16834324598312378,Neutral
"His recollections of the gallant Ulysses, the first man in America to roll the lapels of his coat, were much more vivid.",0.014364800415933132,0.4289017617702484,0.5567334294319153,Positive
"After Henrietta Lebrune Patch had ""joined another choir,"" as her widower huskily remarked from time to time, father and son lived up at grampa's in Tarrytown, and Ulysses came daily to Anthony's nursery and expelled pleasant, thicksmelling words for sometimes as much as an hour.",0.019746191799640656,0.8129560947418213,0.16729764640331268,Neutral
"He was continually promising Anthony hunting trips and fishing trips and excursions to Atlantic City, ""oh, some time soon now"" but none of them ever materialized.",0.33586686849594116,0.5578200221061707,0.10631312429904938,Neutral
"One trip they did take when Anthony was eleven they went abroad, to England and Switzerland, and there in the best hotel in Lucerne his father died with much sweating and grunting and crying aloud for air.",0.4303891956806183,0.4799846410751343,0.08962618559598923,Neutral
"In a panic of despair and terror Anthony was brought back to America, wedded to a vague melancholy that was to stay beside him through the rest of his life.",0.4923321306705475,0.4672078490257263,0.040459953248500824,Negative
PAST AND PERSON OF THE HERO At eleven he had a horror of death.,0.412519633769989,0.5670832395553589,0.020397081971168518,Neutral
"Within six impressionable years his parents had died and his grandmother had faded off almost imperceptibly, until, for the first time since her marriage, her person held for one day an unquestioned supremacy over her own drawing room.",0.4959835708141327,0.46681106090545654,0.037205345928668976,Negative
"So to Anthony life was a struggle against death, that waited at every corner.",0.35157066583633423,0.6128308176994324,0.03559857979416847,Neutral
It was as a concession to his hypochondriacal imagination that he formed the habit of reading in bedit soothed him.,0.02583276852965355,0.6259772181510925,0.3481900095939636,Neutral
He read until he was tired and often fell asleep with the lights still on.,0.05434193089604378,0.7772144675254822,0.16844357550144196,Neutral
"His favorite diversion until he was fourteen was his stamp collection enormous, as nearly exhaustive as a boy's could behis grandfather considered fatuously that it was teaching him geography.",0.08269362151622772,0.5588176250457764,0.3584887683391571,Neutral
"So Anthony kept up a correspondence with a half dozen ""Stamp and Coin"" companies and it was rare that the mail failed to bring him new stampbooks or packages of glittering approval sheetsthere was a mysterious fascination in transferring his acquisitions interminably from one book to another.",0.0834597647190094,0.7431210875511169,0.17341913282871246,Neutral
"His stamps were his greatest happiness and he bestowed impatient frowns on any one who interrupted him at play with them they devoured his allowance every month, and he lay awake at night musing untiringly on their variety and manycolored splendor.",0.058046068996191025,0.34733259677886963,0.5946213603019714,Positive
"At sixteen he had lived almost entirely within himself, an inarticulate boy, thoroughly unAmerican, and politely bewildered by his contemporaries.",0.383791446685791,0.5301850438117981,0.08602352440357208,Neutral
"The two preceding years had been spent in Europe with a private tutor, who persuaded him that Harvard was the thing it would ""open doors,"" it would be a tremendous tonic, it would give him innumerable selfsacrificing and devoted friends.",0.011312960647046566,0.3286842703819275,0.6600028276443481,Positive
So he went to Harvardthere was no other logical thing to be done with him.,0.27850422263145447,0.6564881801605225,0.06500758230686188,Neutral
"Oblivious to the social system, he lived for a while alone and unsought in a high room in Beck Halla slim dark boy of medium height with a shy sensitive mouth.",0.3001217246055603,0.6567548513412476,0.04312347620725632,Neutral
His allowance was more than liberal.,0.15034009516239166,0.7384929060935974,0.11116696149110794,Neutral
"He laid the foundations for a library by purchasing from a wandering bibliophile first editions of Swinburne, Meredith, and Hardy, and a yellowed illegible autograph letter of Keats's, finding later that he had been amazingly overcharged.",0.3032229542732239,0.6417006850242615,0.05507628247141838,Neutral
"He became an exquisite dandy, amassed a rather pathetic collection of silk pajamas, brocaded dressinggowns, and neckties too flamboyant to wear in this secret finery he would parade before a mirror in his room or lie stretched in satin along his windowseat looking down on the yard and realizing dimly this clamor, breathless and immediate, in which it seemed he was never to have a part.",0.27036866545677185,0.5412533283233643,0.18837791681289673,Neutral
Curiously enough he found in senior year that he had acquired a position in his class.,0.03974582627415657,0.6643412709236145,0.29591289162635803,Neutral
"He learned that he was looked upon as a rather romantic figure, a scholar, a recluse, a tower of erudition.",0.2510404586791992,0.6440805196762085,0.10487909615039825,Neutral
"This amused him but secretly pleased himhe began going out, at first a little and then a great deal.",0.006284106057137251,0.12718628346920013,0.8665295839309692,Positive
He made the Pudding.,0.08478779345750809,0.7942032814025879,0.12100888788700104,Neutral
He drankquietly and in the proper tradition.,0.021420711651444435,0.7118870615959167,0.26669225096702576,Neutral
"It was said of him that had he not come to college so young he might have ""done extremely well.""",0.04223089665174484,0.33579379320144653,0.621975302696228,Positive
"In 1909, when he graduated, he was only twenty years old.",0.05248382315039635,0.8548033237457275,0.0927128791809082,Neutral
"Then abroad againto Rome this time, where he dallied with architecture and painting in turn, took up the violin, and wrote some ghastly Italian sonnets, supposedly the ruminations of a thirteenthcentury monk on the joys of the contemplative life.",0.3034970164299011,0.6096177101135254,0.08688530325889587,Neutral
"It became established among his Harvard intimates that he was in Rome, and those of them who were abroad that year looked him up and discovered with him, on many moonlight excursions, much in the city that was older than the Renaissance or indeed than the republic.",0.008663525804877281,0.6801146268844604,0.3112218379974365,Neutral
"Maury Noble, from Philadelphia, for instance, remained two months, and together they realized the peculiar charm of Latin women and had a delightful sense of being very young and free in a civilization that was very old and free.",0.003946148790419102,0.16704347729682922,0.8290104269981384,Positive
"Not a few acquaintances of his grandfather's called on him, and had he so desired he might have been persona grata with the diplomatic setindeed, he found that his inclinations tended more and more toward conviviality, but that long adolescent aloofness and consequent shyness still dictated to his conduct.",0.16228027641773224,0.770738422870636,0.06698133796453476,Neutral
"He returned to America in 1912 because of one of his grandfather's sudden illnesses, and after an excessively tiresome talk with the perpetually convalescent old man he decided to put off until his grandfather's death the idea of living permanently abroad.",0.5346279740333557,0.42750635743141174,0.03786575049161911,Negative
After a prolonged search he took an apartment on Fiftysecond Street and to all appearances settled down.,0.015987016260623932,0.8136165738105774,0.17039650678634644,Neutral
In 1913 Anthony Patch's adjustment of himself to the universe was in process of consummation.,0.030691374093294144,0.9287671446800232,0.04054146260023117,Neutral
"Physically, he had improved since his undergraduate dayshe was still too thin but his shoulders had widened and his brunette face had lost the frightened look of his freshman year.",0.02826150320470333,0.36913517117500305,0.6026033759117126,Positive
He was secretly orderly and in person spick and spanhis friends declared that they had never seen his hair rumpled.,0.10429060459136963,0.7760472297668457,0.11966221779584885,Neutral
"His nose was too sharp his mouth was one of those unfortunate mirrors of mood inclined to droop perceptibly in moments of unhappiness, but his blue eyes were charming, whether alert with intelligence or half closed in an expression of melancholy humor.",0.197344571352005,0.4254531264305115,0.37720227241516113,Neutral
"One of those men devoid of the symmetry of feature essential to the Aryan ideal, he was yet, here and there, considered handsomemoreover, he was very clean, in appearance and in reality, with that especial cleanness borrowed from beauty.",0.11978264153003693,0.6005939841270447,0.2796233892440796,Neutral
"THE REPROACHLESS APARTMENT Fifth and Sixth Avenues, it seemed to Anthony, were the uprights of a gigantic ladder stretching from Washington Square to Central Park.",0.028476746752858162,0.783248245716095,0.1882750242948532,Neutral
"Coming uptown on top of a bus toward Fiftysecond Street invariably gave him the sensation of hoisting himself hand by hand on a series of treacherous rungs, and when the bus jolted to a stop at his own rung he found something akin to relief as he descended the reckless metal steps to the sidewalk.",0.027145866304636,0.549088180065155,0.4237658977508545,Neutral
"After that, he had but to walk down Fiftysecond Street half a block, pass a stodgy family of brownstone housesand then in a jiffy he was under the high ceilings of his great front room.",0.03525472804903984,0.7479903697967529,0.21675489842891693,Neutral
This was entirely satisfactory.,0.008169468492269516,0.08269302546977997,0.909137487411499,Positive
"Here, after all, life began.",0.0435161329805851,0.5796624422073364,0.3768213987350464,Neutral
"Here he slept, breakfasted, read, and entertained.",0.01533377356827259,0.46217361092567444,0.5224925875663757,Positive
"The house itself was of murky material, built in the late nineties in response to the steadily growing need of small apartments each floor had been thoroughly remodelled and rented individually.",0.03358357399702072,0.8265589475631714,0.1398574411869049,Neutral
"Of the four apartments Anthony's, on the second floor, was the most desirable.",0.0031225215643644333,0.16919951140880585,0.8276779651641846,Positive
The front room had fine high ceilings and three large windows that loomed down pleasantly upon Fiftysecond Street.,0.0018646693788468838,0.0868455320596695,0.9112898707389832,Positive
"In its appointments it escaped by a safe margin being of any particular period it escaped stiffness, stuffiness, bareness, and decadence.",0.15769967436790466,0.7301355600357056,0.11216478049755096,Neutral
It smelt neither of smoke nor of incenseit was tall and faintly blue.,0.05369866266846657,0.5824508666992188,0.36385050415992737,Neutral
There was a deep lounge of the softest brown leather with somnolence drifting about it like a haze.,0.012253895401954651,0.6361154913902283,0.35163065791130066,Neutral
There was a high screen of Chinese lacquer chiefly concerned with geometrical fishermen and huntsmen in black and gold this made a corner alcove for a voluminous chair guarded by an orangecolored standing lamp.,0.029115112498402596,0.9135530591011047,0.05733174830675125,Neutral
Deep in the fireplace a quartered shield was burned to a murky black.,0.5157533288002014,0.4712584614753723,0.012988167814910412,Negative
"Passing through the diningroom, which, as Anthony took only breakfast at home, was merely a magnificent potentiality, and down a comparatively long hall, one came to the heart and core of the apartmentAnthony's bedroom and bath.",0.015329725109040737,0.6062392592430115,0.3784310817718506,Neutral
Both of them were immense.,0.008687076158821583,0.12132855504751205,0.8699843883514404,Positive
Under the ceilings of the former even the great canopied bed seemed of only average size.,0.3581058084964752,0.5890921354293823,0.05280212312936783,Neutral
On the floor an exotic rug of crimson velvet was soft as fleece on his bare feet.,0.024954231455922127,0.6035504341125488,0.3714953362941742,Neutral
"His bathroom, in contrast to the rather portentous character of his bedroom, was gay, bright, extremely habitable and even faintly facetious.",0.24291978776454926,0.48767751455307007,0.26940271258354187,Neutral
"Framed around the walls were photographs of four celebrated thespian beauties of the day Julia Sanderson as ""The Sunshine Girl,"" Ina Claire as ""The Quaker Girl,"" Billie Burke as ""The MindthePaint Girl,"" and Hazel Dawn as ""The Pink Lady.""",0.0030048855114728212,0.42691314220428467,0.5700819492340088,Positive
"Between Billie Burke and Hazel Dawn hung a print representing a great stretch of snow presided over by a cold and formidable sunthis, claimed Anthony, symbolized the cold shower.",0.03141942620277405,0.8762590885162354,0.09232143312692642,Neutral
"The bathtub, equipped with an ingenious bookholder, was low and large.",0.007198336534202099,0.5344006419181824,0.45840102434158325,Neutral
Beside it a wall wardrobe bulged with sufficient linen for three men and with a generation of neckties.,0.013964597135782242,0.7623017430305481,0.22373366355895996,Neutral
"There was no skimpy glorified towel of a carpetinstead, a rich rug, like the one in his bedroom a miracle of softness, that seemed almost to massage the wet foot emerging from the tub.... All in all a room to conjure withit was easy to see that Anthony dressed there, arranged his immaculate hair there, in fact did everything but sleep and eat there.",0.03116017021238804,0.42323824763298035,0.545601487159729,Positive
"It was his pride, this bathroom.",0.5200821161270142,0.42807620763778687,0.05184176191687584,Negative
"He felt that if he had a love he would have hung her picture just facing the tub so that, lost in the soothing steamings of the hot water, he might lie and look up at her and muse warmly and sensuously on her beauty.",0.016084201633930206,0.3929324150085449,0.5909833312034607,Positive
"NOR DOES HE SPIN The apartment was kept clean by an English servant with the singularly, almost theatrically, appropriate name of Bounds, whose technic was marred only by the fact that he wore a soft collar.",0.17236196994781494,0.6374372839927673,0.19020073115825653,Neutral
"Had he been entirely Anthony's Bounds this defect would have been summarily remedied, but he was also the Bounds of two other gentlemen in the neighborhood.",0.14133945107460022,0.809950053691864,0.04871051758527756,Neutral
From eight until eleven in the morning he was entirely Anthony's.,0.020316101610660553,0.8984540104866028,0.08122986555099487,Neutral
He arrived with the mail and cooked breakfast.,0.022778883576393127,0.847460925579071,0.1297602653503418,Neutral
"At ninethirty he pulled the edge of Anthony's blanket and spoke a few terse wordsAnthony never remembered clearly what they were and rather suspected they were deprecative then he served breakfast on a cardtable in the front room, made the bed and, after asking with some hostility if there was anything else, withdrew.",0.3707749843597412,0.5958340167999268,0.03339096158742905,Neutral
"In the mornings, at least once a week, Anthony went to see his broker.",0.017917603254318237,0.9411312937736511,0.04095115140080452,Neutral
"His income was slightly under seven thousand a year, the interest on money inherited from his mother.",0.06086177006363869,0.894254207611084,0.04488402605056763,Neutral
"His grandfather, who had never allowed his own son to graduate from a very liberal allowance, judged that this sum was sufficient for young Anthony's needs.",0.21683047711849213,0.7048708200454712,0.07829869538545609,Neutral
"Every Christmas he sent him a fivehundreddollar bond, which Anthony usually sold, if possible, as he was always a little, not very, hard up.",0.06295740604400635,0.810397207736969,0.12664538621902466,Neutral
"The visits to his broker varied from semisocial chats to discussions of the safety of eight per cent investments, and Anthony always enjoyed them.",0.0027661980129778385,0.12018606066703796,0.8770477175712585,Positive
The big trust company building seemed to link him definitely to the great fortunes whose solidarity he respected and to assure him that he was adequately chaperoned by the hierarchy of finance.,0.007548983674496412,0.31980544328689575,0.672645628452301,Positive
"From these hurried men he derived the same sense of safety that he had in contemplating his grandfather's moneyeven more, for the latter appeared, vaguely, a demand loan made by the world to Adam Patch's own moral righteousness, while this money downtown seemed rather to have been grasped and held by sheer indomitable strengths and tremendous feats of will in addition, it seemed more definitely and explicitlymoney.",0.029963083565235138,0.6822037696838379,0.2878331243991852,Neutral
"Closely as Anthony trod on the heels of his income, he considered it to be enough.",0.026485590264201164,0.8502185344696045,0.12329581379890442,Neutral
"Some golden day, of course, he would have many millions meanwhile he possessed a raison d'etre in the theoretical creation of essays on the popes of the Renaissance.",0.031180744990706444,0.6415446996688843,0.3272745907306671,Neutral
This flashes back to the conversation with his grandfather immediately upon his return from Rome.,0.020799782127141953,0.9180477261543274,0.06115244701504707,Neutral
"He had hoped to find his grandfather dead, but had learned by telephoning from the pier that Adam Patch was comparatively well againthe next day he had concealed his disappointment and gone out to Tarrytown.",0.3998951017856598,0.5306484699249268,0.06945640593767166,Neutral
"Five miles from the station his taxicab entered an elaborately groomed drive that threaded a veritable maze of walls and wire fences guarding the estatethis, said the public, was because it was definitely known that if the Socialists had their way, one of the first men they'd assassinate would be old Cross Patch.",0.41801825165748596,0.5466851592063904,0.03529662638902664,Neutral
"Anthony was late and the venerable philanthropist was awaiting him in a glasswalled sun parlor, where he was glancing through the morning papers for the second time.",0.05155854672193527,0.8378289341926575,0.11061253398656845,Neutral
"His secretary, Edward Shuttleworthwho before his regeneration had been gambler, saloonkeeper, and general reprobateushered Anthony into the room, exhibiting his redeemer and benefactor as though he were displaying a treasure of immense value.",0.02322480082511902,0.4985133111476898,0.47826188802719116,Neutral
They shook hands gravely.,0.18072913587093353,0.7449053525924683,0.07436555624008179,Neutral
"""I'm awfully glad to hear you're better,"" Anthony said.",0.0032438142225146294,0.04685208573937416,0.9499041438102722,Positive
"The senior Patch, with an air of having seen his grandson only last week, pulled out his watch.",0.06715215742588043,0.8734539151191711,0.05939391255378723,Neutral
"""Train late?""",0.457334041595459,0.5204998254776001,0.02216619998216629,Neutral
he asked mildly.,0.08607584983110428,0.7749826908111572,0.1389414668083191,Neutral
It had irritated him to wait for Anthony.,0.694142758846283,0.29395321011543274,0.011904063634574413,Negative
"He was under the delusion not only that in his youth he had handled his practical affairs with the utmost scrupulousness, even to keeping every engagement on the dot, but also that this was the direct and primary cause of his success.",0.18697980046272278,0.5901871919631958,0.22283300757408142,Neutral
"""It's been late a good deal this month,"" he remarked with a shade of meek accusation in his voiceand then after a long sigh, ""Sit down.""",0.09247451275587082,0.5724681615829468,0.3350573778152466,Neutral
Anthony surveyed his grandfather with that tacit amazement which always attended the sight.,0.013567967340350151,0.5353992581367493,0.45103275775909424,Neutral
"That this feeble, unintelligent old man was possessed of such power that, yellow journals to the contrary, the men in the republic whose souls he could not have bought directly or indirectly would scarcely have populated White Plains, seemed as impossible to believe as that he had once been a pinkandwhite baby.",0.6897953152656555,0.28084349632263184,0.029361234977841377,Negative
"The span of his seventyfive years had acted as a magic bellowsthe first quartercentury had blown him full with life, and the last had sucked it all back.",0.4306033253669739,0.48314806818962097,0.08624858409166336,Neutral
It had sucked in the cheeks and the chest and the girth of arm and leg.,0.8305579423904419,0.16071994602680206,0.008722104132175446,Negative
"It had tyrannously demanded his teeth, one by one, suspended his small eyes in darkbluish sacks, tweeked out his hairs, changed him from gray to white in some places, from pink to yellow in otherscallously transposing his colors like a child trying over a paintbox.",0.6060654520988464,0.37061434984207153,0.02332017943263054,Negative
Then through his body and his soul it had attacked his brain.,0.6858397126197815,0.306102454662323,0.008057779632508755,Negative
It had sent him nightsweats and tears and unfounded dreads.,0.6862599849700928,0.29457974433898926,0.019160281866788864,Negative
It had split his intense normality into credulity and suspicion.,0.648445725440979,0.3400983214378357,0.011455989442765713,Negative
"Out of the coarse material of his enthusiasm it had cut dozens of meek but petulant obsessions his energy was shrunk to the bad temper of a spoiled child, and for his will to power was substituted a fatuous puerile desire for a land of harps and canticles on earth.",0.722993791103363,0.2500069737434387,0.026999186724424362,Negative
"The amenities having been gingerly touched upon, Anthony felt that he was expected to outline his intentionsand simultaneously a glimmer in the old man's eye warned him against broaching, for the present, his desire to live abroad.",0.20788194239139557,0.7562227845191956,0.035895247012376785,Neutral
He wished that Shuttleworth would have tact enough to leave the roomhe detested Shuttleworthbut the secretary had settled blandly in a rocker and was dividing between the two Patches the glances of his faded eyes.,0.6570864915847778,0.32109370827674866,0.02181984670460224,Negative
"""Now that you're here you ought to do something,"" said his grandfather softly, ""accomplish something.""",0.03682749345898628,0.76023930311203,0.20293322205543518,Neutral
"Anthony waited for him to speak of ""leaving something done when you pass on.""",0.1195698082447052,0.8361817598342896,0.044248420745134354,Neutral
"Then he made a suggestion ""I thoughtit seemed to me that perhaps I'm best qualified to write"" Adam Patch winced, visualizing a family poet with a long hair and three mistresses.",0.10401269793510437,0.7482303380966187,0.1477569043636322,Neutral
"""history,"" finished Anthony.",0.17194263637065887,0.777672290802002,0.050384990870952606,Neutral
"""History?",0.23744133114814758,0.7118258476257324,0.050732776522636414,Neutral
History of what?,0.23279932141304016,0.7417379021644592,0.025462737306952477,Neutral
The Civil War?,0.18921028077602386,0.7784618735313416,0.032327841967344284,Neutral
"The Revolution?""",0.08974188566207886,0.8479217886924744,0.06233631446957588,Neutral
"""Whyno, sir.",0.16860224306583405,0.7727739214897156,0.05862373113632202,Neutral
"A history of the Middle Ages.""",0.10504753887653351,0.8302591443061829,0.06469336152076721,Neutral
"Simultaneously an idea was born for a history of the Renaissance popes, written from some novel angle.",0.02300555631518364,0.8413848876953125,0.13560961186885834,Neutral
"Still, he was glad he had said ""Middle Ages.""",0.02318430133163929,0.34712037444114685,0.6296952962875366,Positive
"""Middle Ages?",0.24504530429840088,0.7119572758674622,0.04299747943878174,Neutral
Why not your own country?,0.5525803565979004,0.42739078402519226,0.02002887614071369,Negative
"Something you know about?""",0.09300610423088074,0.8441870212554932,0.06280684471130371,Neutral
"""Well, you see I've lived so much abroad"" ""Why you should write about the Middle Ages, I don't know.",0.4497601091861725,0.4939701557159424,0.0562698170542717,Neutral
"Dark Ages, we used to call 'em.",0.28829044103622437,0.6790700554847717,0.032639455050230026,Neutral
"Nobody knows what happened, and nobody cares, except that they're over now.""",0.5536437034606934,0.4078473746776581,0.03850898891687393,Negative
"He continued for some minutes on the uselessness of such information, touching, naturally, on the Spanish Inquisition and the ""corruption of the monasteries.""",0.6103234887123108,0.36518287658691406,0.024493591859936714,Negative
"Then ""Do you think you'll be able to do any work in New Yorkor do you really intend to work at all?""",0.29549339413642883,0.6787898540496826,0.025716707110404968,Neutral
"This last with soft, almost imperceptible, cynicism.",0.39000192284584045,0.5643625855445862,0.045635443180799484,Neutral
"""Why, yes, I do, sir.""",0.015991702675819397,0.515715479850769,0.46829289197921753,Neutral
"""When'll you be done?""",0.10090334713459015,0.8416009545326233,0.05749567970633507,Neutral
"""Well, there'll be an outline, you seeand a lot of preliminary reading.""",0.06128692254424095,0.8462744951248169,0.09243854880332947,Neutral
"""I should think you'd have done enough of that already.""",0.23220597207546234,0.6868976950645447,0.08089635521173477,Neutral
"The conversation worked itself jerkily toward a rather abrupt conclusion, when Anthony rose, looked at his watch, and remarked that he had an engagement with his broker that afternoon.",0.1644810289144516,0.7687610387802124,0.0667579248547554,Neutral
"He had intended to stay a few days with his grandfather, but he was tired and irritated from a rough crossing, and quite unwilling to stand a subtle and sanctimonious browbeating.",0.8441509008407593,0.148015096783638,0.007834028452634811,Negative
"He would come out again in a few days, he said.",0.010962925851345062,0.8920011520385742,0.0970359668135643,Neutral
"Nevertheless, it was due to this encounter that work had come into his life as a permanent idea.",0.037191811949014664,0.8927668929100037,0.07004133611917496,Neutral
"During the year that had passed since then, he had made several lists of authorities, he had even experimented with chapter titles and the division of his work into periods, but not one line of actual writing existed at present, or seemed likely ever to exist.",0.1860509216785431,0.7548885941505432,0.05906052142381668,Neutral
"He did nothingand contrary to the most accredited copybook logic, he managed to divert himself with more than average content.",0.6396073698997498,0.3338482677936554,0.02654436230659485,Negative
"AFTERNOON It was October in 1913, midway in a week of pleasant days, with the sunshine loitering in the crossstreets and the atmosphere so languid as to seem weighted with ghostly falling leaves.",0.009718997403979301,0.38015300035476685,0.6101280450820923,Positive
"It was pleasant to sit lazily by the open window finishing a chapter of ""Erewhon.""",0.0033781768288463354,0.06914307922124863,0.9274787902832031,Positive
"It was pleasant to yawn about five, toss the book on a table, and saunter humming along the hall to his bath.",0.006203712895512581,0.18807141482830048,0.8057248592376709,Positive
"""To ... you ... beautiful lady,"" he was singing as he turned on the tap.",0.0032471076119691133,0.16968506574630737,0.8270677924156189,Positive
"""I raise ... my ... eyes To ... you ... beautiful laady My ... heart ... cries"" He raised his voice to compete with the flood of water pouring into the tub, and as he looked at the picture of Hazel Dawn upon the wall he put an imaginary violin to his shoulder and softly caressed it with a phantom bow.",0.06140532344579697,0.6442421078681946,0.294352650642395,Neutral
"Through his closed lips he made a humming noise, which he vaguely imagined resembled the sound of a violin.",0.023854661732912064,0.7926505208015442,0.18349476158618927,Neutral
"After a moment his hands ceased their gyrations and wandered to his shirt, which he began to unfasten.",0.07946687936782837,0.8408762216567993,0.07965686917304993,Neutral
"Stripped, and adopting an athletic posture like the tigerskin man in the advertisement, he regarded himself with some satisfaction in the mirror, breaking off to dabble a tentative foot in the tub.",0.01862560585141182,0.6918540000915527,0.2895204424858093,Neutral
